Variable,Term,Beta,StandardError,Z,P,LRT,Wald,LogRank,HR,HRlower,HRupper
ILMN_1857159,ILMN_1857159,-0.390357607,0.133215386,-2.930274184,0.00338663,0.000193317,0.00338663,0.004498746,0.676814798,0.52128677,0.878745244
ILMN_1844998,ILMN_1844998,-0.297565193,0.105046852,-2.832690257,0.004615809,0.002000969,0.004615809,0.004502335,0.742624168,0.604439777,0.912399673
ILMN_1654973,ILMN_1654973,-0.286062216,0.1007757,-2.83860311,0.004531148,0.005229442,0.004531148,0.004502546,0.751215877,0.616572749,0.91526149
ILMN_1721592,ILMN_1721592,-0.28261382,0.099389178,-2.843506957,0.004462004,0.005305352,0.004462004,0.004508174,0.753810838,0.620386238,0.915930665
ILMN_1671106,ILMN_1671106,0.279403426,0.098853444,2.826440987,0.004706842,0.005671435,0.004706842,0.004508537,1.322340703,1.089429578,1.60504632
ILMN_1790026,ILMN_1790026,0.250536784,0.087281374,2.870449574,0.004098886,0.019458309,0.004098886,0.004511295,1.284714846,1.082711382,1.52440647
ILMN_1808759,ILMN_1808759,0.272731411,0.096250061,2.833571292,0.004603104,0.00537748,0.004603104,0.004513641,1.313547393,1.087721082,1.586258446
ILMN_1772489,ILMN_1772489,0.286959725,0.101078519,2.838978339,0.004525823,0.002671664,0.004525823,0.00451409,1.332370551,1.092916126,1.624288674
ILMN_1760593,ILMN_1760593,0.320537234,0.113348102,2.827901192,0.004685427,0.004413234,0.004685427,0.004520215,1.377867803,1.103380926,1.720638483
ILMN_1833905,ILMN_1833905,-0.284791608,0.10509133,-2.709943886,0.006729459,0.000753612,0.006729459,0.004526426,0.752170984,0.612156794,0.924209607
ILMN_1872192,ILMN_1872192,-0.367270237,0.13075963,-2.808743322,0.004973528,0.000190342,0.004973528,0.004533799,0.692622447,0.536035761,0.894951214
ILMN_1696163,ILMN_1696163,0.277857099,0.09756024,2.848056739,0.004398708,0.004110021,0.004398708,0.004534697,1.320297512,1.0905068,1.598509538
ILMN_1841516,ILMN_1841516,-0.651854584,0.184077105,-3.541204016,0.000398305,7.96E-06,0.000398305,0.004541839,0.521078496,0.363259044,0.747463288
ILMN_1741021,ILMN_1741021,0.358085354,0.12805313,2.796381117,0.005167842,0.010262897,0.005167842,0.004547478,1.430587721,1.113052044,1.838711172
ILMN_1752923,ILMN_1752923,0.303085891,0.105669668,2.868239252,0.004127633,0.002432078,0.004127633,0.004550013,1.354030758,1.100733908,1.66561535
ILMN_1664776,ILMN_1664776,0.320554792,0.111236797,2.881733381,0.003954942,0.001449546,0.003954942,0.004551777,1.377891996,1.107975721,1.713563138
ILMN_1670177,ILMN_1670177,0.26692935,0.094433261,2.826645462,0.004703837,0.005587863,0.004703837,0.004553828,1.305948177,1.085286013,1.571475742
ILMN_1706765,ILMN_1706765,0.298757715,0.103066484,2.898689314,0.00374726,0.001043377,0.00374726,0.004555927,1.34818294,1.101586176,1.649981889
ILMN_1694140,ILMN_1694140,0.330769091,0.116375645,2.842253563,0.004479585,0.006861763,0.004479585,0.004562049,1.392038322,1.108133445,1.748679906
ILMN_1747109,ILMN_1747109,-0.285681114,0.101093945,-2.825897367,0.004714837,0.005402988,0.004714837,0.004563626,0.751502222,0.616423159,0.916181654
ILMN_1686328,ILMN_1686328,0.282660278,0.097662083,2.894268361,0.003800432,0.001109922,0.003800432,0.004563859,1.326654392,1.095538597,1.606526579
ILMN_1843734,ILMN_1843734,-0.278683598,0.098348793,-2.83362499,0.004602331,0.004082158,0.004602331,0.004574138,0.756779312,0.624100609,0.917664425
ILMN_1716370,ILMN_1716370,-0.285408295,0.099431221,-2.870409223,0.004099409,0.001801953,0.004099409,0.00457934,0.751707273,0.618604027,0.913449961
ILMN_1868160,ILMN_1868160,-0.644841417,0.247674037,-2.603589078,0.009225329,4.79E-05,0.009225329,0.004580785,0.524745751,0.322944884,0.852647363
ILMN_1662497,ILMN_1662497,0.268097222,0.092970656,2.883675714,0.003930633,0.015930639,0.003930633,0.004590403,1.30747425,1.089673473,1.568808415
ILMN_1673566,ILMN_1673566,0.347627369,0.123223433,2.821114129,0.004785717,0.006836747,0.004785717,0.004590636,1.415704616,1.111948495,1.802439204
ILMN_1740875,ILMN_1740875,0.265784269,0.093244496,2.850401707,0.004366404,0.008373402,0.004366404,0.004591467,1.304453618,1.086572684,1.566024312
ILMN_1651741,ILMN_1651741,0.322124642,0.114272979,2.818904738,0.004818782,0.004271909,0.004818782,0.004592488,1.380056778,1.103132344,1.726498838
ILMN_1691702,ILMN_1691702,0.248537163,0.086661577,2.867904936,0.004131997,0.00606019,0.004131997,0.004593046,1.28214847,1.081861961,1.519514282
ILMN_1800197,ILMN_1800197,0.276350346,0.09740748,2.837054668,0.004553182,0.003112688,0.004553182,0.004598491,1.318309648,1.089190972,1.595624983
ILMN_1854080,ILMN_1854080,-0.287998433,0.099988134,-2.880326105,0.00397264,0.001732889,0.00397264,0.004601557,0.749762767,0.616330721,0.912082082
ILMN_1768454,ILMN_1768454,0.290756034,0.100254219,2.900187507,0.003729395,0.016664025,0.003729395,0.004602821,1.337438254,1.098846919,1.627834644
ILMN_1798485,ILMN_1798485,0.2939973,0.10157587,2.894361624,0.003799303,0.000943555,0.003799303,0.004603041,1.341780281,1.099562368,1.637355347
ILMN_1703984,ILMN_1703984,-0.297372997,0.103406486,-2.875767354,0.004030467,0.000970909,0.004030467,0.004604794,0.742766911,0.606502768,0.909645779
ILMN_1836941,ILMN_1836941,-0.356689924,0.121129965,-2.944687752,0.003232807,0.000439348,0.003232807,0.004607827,0.699989514,0.552059034,0.887559644
ILMN_1726064,ILMN_1726064,0.246861132,0.085349783,2.892346343,0.003823762,0.005377026,0.003823762,0.004612368,1.280001349,1.082830701,1.513074438
ILMN_1693210,ILMN_1693210,0.28853748,0.100969892,2.857658613,0.004267793,0.002967344,0.004267793,0.004621215,1.334474365,1.094874921,1.626507098
ILMN_1819490,ILMN_1819490,0.360800008,0.126842408,2.844474602,0.004448473,0.003906797,0.004448473,0.00462468,1.434476548,1.118729265,1.839339535
ILMN_1671649,ILMN_1671649,-0.285655899,0.10130726,-2.819698212,0.004806883,0.003942576,0.004806883,0.00462745,0.751521171,0.61618103,0.91658789
ILMN_1660698,ILMN_1660698,-0.358273785,0.126343184,-2.83571913,0.004572264,0.004868438,0.004572264,0.004631713,0.698881706,0.545582157,0.895255888
ILMN_1669109,ILMN_1669109,0.327451163,0.110255163,2.9699395,0.002978584,0.001223248,0.002978584,0.004631829,1.387427292,1.117791669,1.722104883
ILMN_1897287,ILMN_1897287,-0.338276039,0.114912947,-2.94375915,0.003242522,0.000706235,0.003242522,0.00464646,0.712998445,0.5692126,0.893105288
ILMN_1688838,ILMN_1688838,0.275615478,0.102204702,2.696700578,0.007003021,0.02332456,0.007003021,0.004657524,1.31734122,1.078205348,1.609515196
ILMN_1823538,ILMN_1823538,-0.307525915,0.10969804,-2.803385683,0.005056916,0.001913009,0.005056916,0.00466205,0.735263813,0.593018239,0.911629422
ILMN_1875300,ILMN_1875300,0.318613796,0.11232267,2.836593867,0.004559757,0.005560761,0.004559757,0.004668329,1.375220107,1.103476233,1.713884075
ILMN_1724449,ILMN_1724449,0.35668828,0.127058415,2.807277892,0.004996212,0.010613578,0.004996212,0.004670601,1.428590481,1.11366721,1.832567883
ILMN_1705141,ILMN_1705141,0.272740445,0.096548383,2.824909503,0.004729397,0.006570607,0.004729397,0.004671095,1.313559259,1.087095098,1.58720054
ILMN_1862433,ILMN_1862433,0.290254751,0.101092127,2.871190452,0.004089291,0.008817313,0.004089291,0.004676115,1.336767987,1.096494006,1.629693042
ILMN_1770515,ILMN_1770515,0.262960287,0.093167705,2.822440331,0.004765969,0.004090839,0.004765969,0.004682088,1.300775061,1.08367164,1.56137311
ILMN_1896341,ILMN_1896341,0.365482165,0.12978174,2.816129329,0.00486061,0.005281698,0.00486061,0.00468331,1.441208741,1.117522999,1.85864867
ILMN_1715508,ILMN_1715508,0.305446317,0.109029411,2.801503869,0.005086503,0.007933296,0.005086503,0.004686256,1.357230623,1.096093613,1.680581789
ILMN_1839734,ILMN_1839734,-0.31337913,0.1093165,-2.86671391,0.004147578,0.003511036,0.004147578,0.004687904,0.730972726,0.589998354,0.905631555
ILMN_1911501,ILMN_1911501,-0.32145029,0.110811098,-2.90088534,0.0037211,0.000990771,0.0037211,0.004690203,0.725096674,0.583543633,0.900986929
ILMN_1882295,ILMN_1882295,-0.303320439,0.105126943,-2.885277851,0.003910683,0.001356495,0.003910683,0.004693853,0.738362458,0.600876738,0.907306084
ILMN_1651261,ILMN_1651261,0.286871423,0.100846195,2.844643008,0.004446122,0.004736199,0.004446122,0.004696137,1.332252905,1.093317348,1.623405872
ILMN_1906423,ILMN_1906423,0.35121364,0.122619957,2.86424533,0.004180041,0.008593454,0.004180041,0.004702298,1.420790831,1.117264112,1.806776538
ILMN_1683520,ILMN_1683520,0.345258044,0.119775524,2.882542546,0.003944799,0.003940204,0.003944799,0.004709861,1.412354322,1.116838952,1.786063001
ILMN_1815997,ILMN_1815997,-0.367717612,0.123911544,-2.967581547,0.003001527,0.000320063,0.003001527,0.004710897,0.692312655,0.543035938,0.882624478
ILMN_1856728,ILMN_1856728,-0.264517739,0.093430267,-2.831178231,0.004637687,0.003976657,0.004637687,0.004712886,0.767576033,0.639136202,0.921826934
ILMN_1769941,ILMN_1769941,0.325965364,0.115184233,2.829947782,0.00465556,0.001911498,0.00465556,0.004721787,1.385367384,1.105401277,1.736240791
ILMN_1867016,ILMN_1867016,-0.297847599,0.105989932,-2.810149912,0.004951843,0.001727187,0.004951843,0.004725634,0.742414476,0.603153201,0.913829608
ILMN_1671720,ILMN_1671720,-0.24571083,0.088426544,-2.778699913,0.005457692,0.001568829,0.005457692,0.004728717,0.782148366,0.657688627,0.930160629
ILMN_1781700,ILMN_1781700,0.32175281,0.114557364,2.808661091,0.004974799,0.006235659,0.004974799,0.004730678,1.379543725,1.102107773,1.726819224
ILMN_1757646,ILMN_1757646,0.277695819,0.098617798,2.815879339,0.004864393,0.003977131,0.004864393,0.0047378,1.320084592,1.088073267,1.601568003
ILMN_1908247,ILMN_1908247,-0.331022291,0.115917019,-2.855683274,0.004294433,0.004198115,0.004294433,0.004742114,0.718189159,0.572229312,0.901379321
ILMN_1654398,ILMN_1654398,0.320484987,0.112584345,2.846621238,0.00441859,0.004037715,0.00441859,0.004743389,1.377795816,1.104976122,1.71797496
ILMN_1877329,ILMN_1877329,-0.30158191,0.10485391,-2.876210427,0.004024813,0.001836458,0.004024813,0.004747652,0.739647239,0.602244483,0.908398589
ILMN_1779716,ILMN_1779716,-0.290380468,0.101494145,-2.861056355,0.00422232,0.002774176,0.00422232,0.004753751,0.747978931,0.613052111,0.912601835
ILMN_1670926,ILMN_1670926,0.307567055,0.109690097,2.803963744,0.005047858,0.005656193,0.005047858,0.004755913,1.360112008,1.09699916,1.686331896
ILMN_1725175,ILMN_1725175,-0.309787449,0.108760986,-2.848332487,0.004394898,0.002694409,0.004394898,0.004757536,0.733602868,0.592766295,0.907901094
ILMN_1732967,ILMN_1732967,0.301280863,0.106059532,2.840676899,0.00450179,0.003770521,0.00450179,0.004758051,1.351588899,1.097909591,1.663882498
ILMN_1767113,ILMN_1767113,0.289637517,0.105571969,2.743507783,0.006078661,0.014723062,0.006078661,0.004758578,1.335943144,1.086237903,1.643050826
ILMN_1669118,ILMN_1669118,0.22238349,0.079265905,2.805537764,0.005023269,0.01157978,0.005023269,0.004761132,1.249050285,1.069322394,1.458986198
ILMN_1862106,ILMN_1862106,-0.291068639,0.100767763,-2.88850947,0.003870724,0.001449397,0.003870724,0.004762637,0.747464371,0.613503183,0.910676589
ILMN_1722102,ILMN_1722102,0.268690541,0.094868987,2.832227357,0.004622497,0.002977133,0.004622497,0.004763054,1.308250229,1.086271014,1.575590842
ILMN_1867119,ILMN_1867119,0.180675826,0.067265189,2.686022721,0.007230817,0.025331325,0.007230817,0.004780384,1.198026747,1.050050731,1.366855948
ILMN_1701475,ILMN_1701475,-0.352732132,0.122610326,-2.876855023,0.004016601,0.000730208,0.004016601,0.004786798,0.702765416,0.552642503,0.893668561
ILMN_1813120,ILMN_1813120,0.273185329,0.097324181,2.806962525,0.005001106,0.005025625,0.005001106,0.004791473,1.314143771,1.085926391,1.590323124
ILMN_1661013,ILMN_1661013,-0.295103748,0.104840074,-2.814799105,0.004880773,0.004719339,0.004880773,0.004795458,0.744454348,0.606175023,0.914277651
ILMN_1731113,ILMN_1731113,-0.260972843,0.092742742,-2.813943571,0.004893782,0.004516274,0.004893782,0.004799453,0.770301838,0.642270787,0.923854757
ILMN_1737651,ILMN_1737651,0.318300971,0.112412096,2.831554455,0.004632235,0.001845205,0.004632235,0.004803812,1.374789971,1.102937761,1.713648341
ILMN_1696591,ILMN_1696591,0.272295936,0.097281525,2.799050843,0.005125307,0.007052892,0.005125307,0.004807095,1.3129755,1.085051715,1.588776498
ILMN_1740449,ILMN_1740449,0.270955767,0.096023582,2.82176274,0.00477605,0.006296271,0.00477605,0.004824668,1.31121707,1.08627347,1.582741595
ILMN_1693107,ILMN_1693107,-0.345060849,0.12017306,-2.87136609,0.004087019,0.000395602,0.004087019,0.00483059,0.70817726,0.559564924,0.89625888
ILMN_1756849,ILMN_1756849,0.322662497,0.115410601,2.795778683,0.005177484,0.00811026,0.005177484,0.004832072,1.380799249,1.101267596,1.731283634
ILMN_1690839,ILMN_1690839,0.263322599,0.094993824,2.771997039,0.005571354,0.011114714,0.005571354,0.004835742,1.301246431,1.080191267,1.567539311
ILMN_1752086,ILMN_1752086,0.340386475,0.120204754,2.831722231,0.004629805,0.002358607,0.004629805,0.00483709,1.405490673,1.110476815,1.778879132
ILMN_1912201,ILMN_1912201,-0.341403371,0.116647717,-2.926789996,0.0034248,0.000605838,0.0034248,0.004837574,0.710772145,0.565509211,0.89334892
ILMN_1651209,ILMN_1651209,-0.325030314,0.11579853,-2.806860456,0.005002691,0.003062171,0.005002691,0.004838599,0.722505451,0.575802096,0.906586015
ILMN_1739274,ILMN_1739274,0.318547282,0.11282477,2.823380744,0.00475201,0.000651495,0.00475201,0.004842811,1.375128639,1.102317517,1.715457429
ILMN_1891496,ILMN_1891496,-0.438255088,0.146162067,-2.998418796,0.002713845,0.000104295,0.002713845,0.004843759,0.645161189,0.484456578,0.859174958
ILMN_1838712,ILMN_1838712,-0.514815658,0.158379192,-3.250525855,0.001151918,3.64E-05,0.001151918,0.004846567,0.597610749,0.438132821,0.815137763
ILMN_1725199,ILMN_1725199,0.312783966,0.110885726,2.820777558,0.004790741,0.000600681,0.004790741,0.004852265,1.367226132,1.100155945,1.699129387
ILMN_1659495,ILMN_1659495,-0.29887223,0.108559905,-2.753062732,0.005904058,0.001276279,0.005904058,0.004855664,0.741654165,0.599508135,0.917503646
ILMN_1914350,ILMN_1914350,-0.315186445,0.108793929,-2.897095888,0.003766346,0.000553316,0.003766346,0.004857452,0.729652822,0.58953651,0.903070855
ILMN_1838686,ILMN_1838686,-0.321347809,0.114083908,-2.81676718,0.004850968,0.003969676,0.004850968,0.004857515,0.725170986,0.579871843,0.9068779
ILMN_1857060,ILMN_1857060,-0.301571195,0.107330253,-2.80975014,0.004957997,0.003851805,0.004957997,0.004859668,0.739655165,0.599334968,0.912828039
ILMN_1697793,ILMN_1697793,-0.260680642,0.093187463,-2.797378889,0.005151908,0.003762183,0.005151908,0.004868371,0.770526954,0.64189874,0.924930601
ILMN_1765091,ILMN_1765091,0.331559507,0.116374289,2.849078699,0.004384603,0.002653261,0.004384603,0.004869556,1.393139045,1.109012625,1.750057985
ILMN_1801664,ILMN_1801664,0.272876248,0.096997443,2.813231361,0.004904635,0.006212152,0.004904635,0.004877771,1.313737657,1.086286233,1.588813867
ILMN_1765644,ILMN_1765644,0.287227182,0.102649087,2.798146498,0.00513968,0.004585155,0.00513968,0.004881043,1.332726951,1.089848471,1.629732181
ILMN_1839615,ILMN_1839615,-0.407229103,0.147384445,-2.763039908,0.005726576,0.000270148,0.005726576,0.004888723,0.665491707,0.498527111,0.888375381
ILMN_1682490,ILMN_1682490,-0.362224231,0.126269519,-2.868659299,0.004122156,0.002513024,0.004122156,0.004891544,0.696126258,0.543509583,0.891597465
ILMN_1837476,ILMN_1837476,-0.479633114,0.161527596,-2.969357106,0.002984236,0.000108829,0.002984236,0.004898329,0.619010457,0.451030018,0.84955309
ILMN_1867389,ILMN_1867389,0.317364905,0.113094022,2.806204065,0.005012893,0.005549682,0.005012893,0.004903215,1.373503679,1.100434052,1.714334769
ILMN_1665243,ILMN_1665243,0.309125927,0.109730231,2.817144578,0.004845271,0.003526241,0.004845271,0.004903953,1.362233901,1.098624151,1.689095584
ILMN_1694070,ILMN_1694070,0.283701743,0.101474104,2.795804381,0.005177073,0.006206645,0.005177073,0.004907385,1.328036776,1.08851693,1.620261137
ILMN_1745963,ILMN_1745963,0.265439329,0.094821739,2.799350996,0.005120544,0.010065148,0.005120544,0.00491041,1.304003737,1.082845324,1.570331153
ILMN_1876012,ILMN_1876012,0.329050662,0.117023324,2.811838288,0.004925926,0.004407521,0.004925926,0.004913048,1.389648256,1.104827443,1.747894922
ILMN_1677002,ILMN_1677002,-0.334076074,0.115103016,-2.902409384,0.003703043,0.000470727,0.003703043,0.004914893,0.715999311,0.571395399,0.897198357
ILMN_1744059,ILMN_1744059,0.308261369,0.109112886,2.825160073,0.0047257,0.004191374,0.0047257,0.004915698,1.361056681,1.0990037,1.685595134
ILMN_1894646,ILMN_1894646,-0.295471429,0.105917523,-2.789636884,0.005276719,0.003469109,0.005276719,0.0049184,0.744180677,0.604673909,0.915873615
ILMN_1860389,ILMN_1860389,0.243559815,0.086859995,2.804050519,0.0050465,0.009652169,0.0050465,0.004923127,1.275782627,1.076071977,1.512558032
ILMN_1670544,ILMN_1670544,0.290196271,0.102076082,2.842940939,0.004469935,0.002219289,0.004469935,0.004926806,1.336689816,1.094317441,1.632743477
ILMN_1807994,ILMN_1807994,0.337082846,0.119308757,2.825298455,0.004723659,0.001779254,0.004723659,0.004929728,1.400855114,1.108759674,1.769901175
ILMN_1839095,ILMN_1839095,-0.306266965,0.108518317,-2.822260558,0.004768642,0.003409705,0.004768642,0.00493294,0.736190056,0.595139792,0.91066974
ILMN_1837584,ILMN_1837584,-0.323768063,0.11338723,-2.855419105,0.004298007,0.001109985,0.004298007,0.00493295,0.72341801,0.579260522,0.903451206
ILMN_1779706,ILMN_1779706,0.308777243,0.106299511,2.904785175,0.003675052,0.001903981,0.003675052,0.004944514,1.361758996,1.1056507,1.677191144
ILMN_1882881,ILMN_1882881,-0.310434846,0.107967312,-2.875266958,0.00403686,0.00129385,0.00403686,0.004945549,0.733128089,0.593304875,0.905903218
ILMN_1789334,ILMN_1789334,-0.338766807,0.119058491,-2.845381324,0.004435829,0.00088039,0.004435829,0.004946514,0.712648614,0.564329397,0.899949658
ILMN_1691444,ILMN_1691444,0.286905613,0.102213962,2.80691216,0.005001888,0.004482163,0.005001888,0.004952351,1.332298456,1.090427617,1.62781935
ILMN_1900981,ILMN_1900981,-0.513011384,0.163306523,-3.141401662,0.001681413,4.14E-05,0.001681413,0.004956953,0.598689976,0.434705587,0.824534347
ILMN_1908778,ILMN_1908778,-0.366631416,0.132237931,-2.77251325,0.005562525,0.000606774,0.005562525,0.004964445,0.693065051,0.534826439,0.898121577
ILMN_1671933,ILMN_1671933,0.292065132,0.104663569,2.790513786,0.005262446,0.006251901,0.005262446,0.00496913,1.339190238,1.090818472,1.644114525
ILMN_1701619,ILMN_1701619,0.248758831,0.088391698,2.814278224,0.00488869,0.003770946,0.00488869,0.004982761,1.282432713,1.078438635,1.525013673
ILMN_1727827,ILMN_1727827,-0.307336624,0.108884917,-2.822582168,0.004763861,0.005062575,0.004763861,0.004983628,0.735403005,0.594076524,0.910350026
ILMN_1812926,ILMN_1812926,0.280663779,0.100143732,2.802609546,0.0050691,0.007355532,0.0050691,0.004989778,1.32400837,1.088048442,1.611139813
ILMN_1755098,ILMN_1755098,-0.322309213,0.114894697,-2.805257525,0.005027639,0.002910678,0.005027639,0.004991897,0.724474139,0.578394753,0.907447337
ILMN_1685574,ILMN_1685574,0.332190264,0.118598438,2.80096659,0.005094979,0.004853988,0.005094979,0.005009933,1.394018054,1.104885374,1.758812616
ILMN_1807050,ILMN_1807050,0.653002758,0.232384482,2.810010175,0.004953993,0.008441984,0.004953993,0.005012445,1.92130138,1.218398807,3.029713235
ILMN_1796465,ILMN_1796465,0.331597966,0.118224894,2.804806638,0.005034677,0.005141431,0.005034677,0.005014992,1.393192625,1.105039889,1.756484731
ILMN_1857662,ILMN_1857662,-0.370461093,0.127823609,-2.898221196,0.003752858,0.000216236,0.003752858,0.005015683,0.690415911,0.537411726,0.886981261
ILMN_1675693,ILMN_1675693,0.314284332,0.111946557,2.807449745,0.004993547,0.003771783,0.004993547,0.005015814,1.369279011,1.099519331,1.705222415
